league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
ITA-Serie A,2223,Bologna,Jhon Lucumí,COL,DF,24,1998,32.2,1731,1951,88.7,32107,11819,691,732,94.4,842,902,93.3,181,263,68.8,1,0.4,0.6,9,98,6,1,84
ITA-Serie A,2223,Bologna,Joaquin Sosa,URU,DF,20,2002,7.6,308,379,81.3,6349,2250,101,118,85.6,161,180,89.4,43,73,58.9,0,0.0,0.0,0,22,0,0,13
ITA-Serie A,2223,Bologna,Joshua Zirkzee,NED,FW,21,2001,9.1,198,257,77.0,2526,434,134,156,85.9,47,61,77.0,6,9,66.7,2,1.4,0.6,16,12,6,0,17
ITA-Serie A,2223,Bologna,Kevin Bonifazi,ITA,DF,26,1996,10.0,643,722,89.1,12821,4841,216,229,94.3,343,369,93.0,81,116,69.8,0,0.0,0.0,2,36,0,0,33
ITA-Serie A,2223,Bologna,Lewis Ferguson,SCO,"MF,FW",22,1999,25.7,1039,1218,85.3,14524,2797,632,690,91.6,332,376,88.3,37,68,54.4,0,1.0,-1.0,16,70,12,0,88
ITA-Serie A,2223,Bologna,Lorenzo De Silvestri,ITA,DF,34,1988,7.5,330,430,76.7,5002,2370,182,202,90.1,127,168,75.6,11,40,27.5,0,0.2,-0.2,6,29,4,1,31
ITA-Serie A,2223,Bologna,Marko Arnautović,AUT,FW,33,1989,17.0,328,467,70.2,4736,799,180,234,76.9,106,138,76.8,17,32,53.1,0,1.9,-1.9,22,17,14,1,36
ITA-Serie A,2223,Bologna,Michel Aebischer,SUI,"FW,MF",25,1997,17.1,557,674,82.6,8050,2143,312,343,91.0,189,223,84.8,27,51,52.9,0,0.6,-0.6,15,37,7,1,46
ITA-Serie A,2223,Bologna,Musa Barrow,GAM,"FW,MF",23,1998,21.8,583,806,72.3,9580,2327,319,354,90.1,184,249,73.9,59,134,44.0,8,4.7,3.3,43,43,29,12,58
ITA-Serie A,2223,Bologna,Nicola Sansone,ITA,FW,30,1991,8.2,161,218,73.9,2232,509,98,118,83.1,40,56,71.4,9,18,50.0,2,1.0,1.0,8,6,4,1,13
ITA-Serie A,2223,Bologna,Nicolás Domínguez,ARG,MF,24,1998,25.6,1169,1420,82.3,18139,5084,618,693,89.2,408,483,84.5,85,130,65.4,2,2.9,-0.9,36,118,25,2,147
ITA-Serie A,2223,Bologna,Niklas Pyyhtiä,FIN,MF,18,2003,1.2,41,53,77.4,609,66,26,31,83.9,13,15,86.7,2,5,40.0,1,0.1,0.9,2,3,0,0,1
ITA-Serie A,2223,Bologna,Nikola Moro,CRO,MF,24,1998,13.6,643,806,79.8,11678,3780,284,341,83.3,259,302,85.8,91,126,72.2,5,2.2,2.8,18,85,13,3,102
ITA-Serie A,2223,Bologna,Riccardo Orsolini,ITA,FW,25,1997,23.6,553,867,63.8,10205,3119,279,374,74.6,161,250,64.4,89,164,54.3,4,3.1,0.9,44,48,12,5,62
ITA-Serie A,2223,Bologna,Roberto Soriano,ITA,"FW,MF",31,1991,14.7,486,605,80.3,6944,1994,306,349,87.7,139,171,81.3,26,42,61.9,3,2.5,0.5,20,35,10,2,56
ITA-Serie A,2223,Bologna,Stefan Posch,AUT,DF,25,1997,28.1,1399,1805,77.5,24735,10680,659,724,91.0,568,682,83.3,147,303,48.5,2,2.0,0.0,23,112,27,6,148
ITA-Serie A,2223,Bologna,Łukasz Skorupski,POL,GK,31,1991,37.0,957,1216,78.7,24937,16773,197,199,99.0,426,430,99.1,306,554,55.2,0,0.0,0.0,0,4,0,0,0
ITA-Serie A,2223,Cremonese,Alberto Basso,ITA,MF,18,2004,0.2,2,2,100.0,41,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
ITA-Serie A,2223,Cremonese,Alex Ferrari,ITA,DF,28,1994,11.2,339,458,74.0,6421,2306,129,161,80.1,169,203,83.3,38,78,48.7,0,0.1,-0.1,3,27,5,1,27
ITA-Serie A,2223,Cremonese,Charles Pickel,COD,MF,25,1997,27.6,756,978,77.3,12014,3464,379,459,82.6,308,369,83.5,46,85,54.1,0,1.2,-1.2,20,80,15,1,104
ITA-Serie A,2223,Cremonese,Christian Acella,ITA,MF,20,2002,0.2,9,9,100.0,129,4,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Cremonese,Cristian Buonaiuto,ITA,"MF,FW",29,1992,10.9,304,465,65.4,4751,1632,159,191,83.2,100,148,67.6,27,84,32.1,0,1.8,-1.8,17,31,15,4,39
ITA-Serie A,2223,Cremonese,Cyriel Dessers,NGA,FW,27,1994,17.6,180,280,64.3,2509,437,107,153,69.9,58,81,71.6,7,14,50.0,1,1.6,-0.6,23,11,8,1,27
ITA-Serie A,2223,Cremonese,Daniel Ciofani,ITA,FW,37,1985,11.8,120,195,61.5,1690,427,64,92,69.6,34,54,63.0,10,16,62.5,0,0.7,-0.7,10,13,4,0,10
ITA-Serie A,2223,Cremonese,David Okereke,NGA,"FW,MF",24,1997,25.2,353,504,70.0,5730,1348,188,245,76.7,117,147,79.6,34,50,68.0,0,1.1,-1.1,21,31,24,5,70
ITA-Serie A,2223,Cremonese,Emanuel Aiwum,AUT,DF,21,2000,18.4,646,817,79.1,10819,3713,297,332,89.5,294,349,84.2,40,97,41.2,0,0.4,-0.4,4,48,7,1,46
ITA-Serie A,2223,Cremonese,Emanuele Valeri,ITA,DF,23,1998,30.9,753,1258,59.9,13771,6184,330,407,81.1,303,492,61.6,96,258,37.2,3,4.6,-1.6,53,66,52,32,90
ITA-Serie A,2223,Cremonese,Felix Afena-Gyan,GHA,"FW,MF",19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,57.1,0,0.1,-0.1,3,3,0,0,8
ITA-Serie A,2223,Cremonese,Frank Tsadjout,ITA,FW,23,1999,11.7,184,271,67.9,2340,400,113,155,72.9,54,76,71.1,3,8,37.5,1,0.5,0.5,10,14,5,0,18
ITA-Serie A,2223,Cremonese,Giacomo Quagliata,ITA,DF,22,2000,7.8,221,338,65.4,3802,1660,108,123,87.8,90,132,68.2,20,62,32.3,1,1.0,0.0,13,21,10,8,28
ITA-Serie A,2223,Cremonese,Gonzalo Escalante,ARG,MF,29,1993,6.2,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.8,4,30,2,0,30
ITA-Serie A,2223,Cremonese,Ionuț Radu,ROU,GK,25,1997,9.0,221,336,65.8,6117,4391,51,52,98.1,100,102,98.0,69,177,39.0,0,0.4,-0.4,2,10,2,0,0
ITA-Serie A,2223,Cremonese,Jack Hendry,SCO,DF,27,1995,2.4,118,137,86.1,2402,1087,40,44,90.9,58,67,86.6,17,22,77.3,0,0.0,0.0,1,12,1,0,9
ITA-Serie A,2223,Cremonese,Jaime Báez,URU,DF,27,1995,1.1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,-0.1,2,7,2,2,4
ITA-Serie A,2223,Cremonese,Johan Vásquez,MEX,DF,23,1998,20.1,632,810,78.0,11163,4435,257,298,86.2,318,366,86.9,46,114,40.4,0,0.3,-0.3,6,39,4,1,48
ITA-Serie A,2223,Cremonese,Leonardo Sernicola,ITA,DF,25,1997,25.7,615,945,65.1,10638,4546,293,352,83.2,239,389,61.4,64,143,44.8,2,2.3,-0.3,25,50,29,21,62
ITA-Serie A,2223,Cremonese,Luca Zanimacchia,ITA,"MF,FW",24,1998,8.3,213,312,68.3,3230,932,122,155,78.7,68,102,66.7,18,37,48.6,0,0.9,-0.9,14,12,12,2,26
ITA-Serie A,2223,Cremonese,Luka Lochoshvili,GEO,DF,24,1998,20.4,627,791,79.3,11677,4375,236,259,91.1,343,386,88.9,46,125,36.8,2,1.1,0.9,5,43,3,1,70
ITA-Serie A,2223,Cremonese,Marco Benassi,ITA,MF,27,1994,11.1,248,344,72.1,4318,1060,115,136,84.6,109,138,79.0,20,44,45.5,0,0.4,-0.4,7,17,4,2,27
ITA-Serie A,2223,Cremonese,Marco Carnesecchi,ITA,GK,22,2000,27.0,565,954,59.2,18072,14248,99,100,99.0,231,237,97.5,229,605,37.9,1,0.2,0.8,2,33,1,0,0
ITA-Serie A,2223,Cremonese,Matteo Bianchetti,ITA,DF,29,1993,23.7,729,935,78.0,14388,6137,242,281,86.1,400,455,87.9,79,171,46.2,0,0.5,-0.5,5,49,8,2,47
ITA-Serie A,2223,Cremonese,Michele Castagnetti,ITA,MF,32,1989,15.7,624,807,77.3,10942,4257,284,331,85.8,263,328,80.2,62,113,54.9,1,1.8,-0.8,26,95,16,3,120
ITA-Serie A,2223,Cremonese,Mouhamadou Sarr,SEN,GK,25,1997,2.0,62,84,73.8,1985,1440,6,6,100.0,33,33,100.0,23,44,52.3,0,0.0,0.0,0,2,0,0,0
ITA-Serie A,2223,Cremonese,Pablo Galdames Millán,CHI,MF,25,1996,8.2,211,302,69.9,3959,1174,109,129,84.5,67,91,73.6,32,62,51.6,2,1.1,0.9,10,27,3,0,33
ITA-Serie A,2223,Cremonese,Paolo Ghiglione,ITA,DF,25,1997,7.9,159,285,55.8,3153,1607,61,86,70.9,73,122,59.8,25,63,39.7,1,0.6,0.4,13,17,18,15,19
ITA-Serie A,2223,Cremonese,Samuel Di Carmine,ITA,"FW,MF",33,1988,0.3,6,8,75.0,79,30,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1
ITA-Serie A,2223,Cremonese,Santiago Ascacíbar,ARG,MF,25,1997,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,-0.4,8,50,7,2,41
ITA-Serie A,2223,Cremonese,Soualiho Meïté,FRA,MF,28,1994,26.3,863,1026,84.1,14666,3741,423,476,88.9,340,380,89.5,80,125,64.0,2,0.7,1.3,14,77,18,3,82
ITA-Serie A,2223,Cremonese,Tommaso Milanese,ITA,MF,20,2002,0.3,10,14,71.4,182,41,4,5,80.0,3,5,60.0,2,3,66.7,0,0.2,-0.2,3,3,0,0,2
ITA-Serie A,2223,Cremonese,Vlad Chiricheș,ROU,DF,32,1989,10.9,344,410,83.9,6776,3146,119,128,93.0,178,203,87.7,41,68,60.3,0,0.0,0.0,1,17,0,0,18
ITA-Serie A,2223,Empoli,Alberto Grassi,ITA,MF,27,1995,13.3,453,559,81.0,6919,2055,255,289,88.2,146,181,80.7,31,53,58.5,0,0.4,-0.4,6,27,5,0,50
ITA-Serie A,2223,Empoli,Ardian Ismajli,ALB,DF,25,1996,23.3,871,1029,84.6,17177,5741,273,295,92.5,504,562,89.7,87,141,61.7,0,0.3,-0.3,5,26,3,0,42
ITA-Serie A,2223,Empoli,Duccio Degl'Innocenti,ITA,MF,19,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Emanuel Vignato,ITA,"MF,FW",21,2000,0.6,43,54,79.6,717,115,21,25,84.0,17,19,89.5,3,6,50.0,0,0.1,-0.1,1,4,2,0,7
ITA-Serie A,2223,Empoli,Emmanuel Ekong,SWE,"FW,MF",20,2002,0.2,3,4,75.0,54,0,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Fabiano Parisi,ITA,DF,21,2000,31.4,1263,1646,76.7,20129,9462,684,768,89.1,457,589,77.6,95,184,51.6,0,2.0,-2.0,21,99,35,11,154
ITA-Serie A,2223,Empoli,Filippo Bandinelli,ITA,MF,27,1995,25.1,773,1049,73.7,12752,3934,379,434,87.3,299,379,78.9,64,138,46.4,0,2.6,-2.6,31,62,36,21,101
ITA-Serie A,2223,Empoli,Francesco Caputo,ITA,FW,34,1987,19.0,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,20.0,4,2.2,1.8,20,9,3,0,21
ITA-Serie A,2223,Empoli,Guglielmo Vicario,ITA,GK,25,1996,30.9,923,1277,72.3,24781,16933,169,170,99.4,479,487,98.4,274,618,44.3,0,0.0,0.0,0,19,0,0,0
ITA-Serie A,2223,Empoli,Herculano Nabian,POR,MF,18,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Jacopo Fazzini,ITA,MF,19,2003,9.2,257,326,78.8,3410,878,166,184,90.2,66,78,84.6,10,27,37.0,0,0.9,-0.9,9,16,4,1,21
ITA-Serie A,2223,Empoli,Jean-Daniel Akpa-Akpro,CIV,"MF,FW",29,1992,15.1,302,406,74.4,4399,1671,167,201,83.1,96,118,81.4,18,36,50.0,1,1.0,0.0,6,24,9,2,39
ITA-Serie A,2223,Empoli,Koni De Winter,BEL,DF,20,2002,11.4,424,494,85.8,7908,2790,166,181,91.7,226,249,90.8,31,58,53.4,0,0.2,-0.2,2,15,1,0,22
ITA-Serie A,2223,Empoli,Liam Henderson,SCO,MF,26,1996,11.2,432,545,79.3,7210,2156,188,212,88.7,194,222,87.4,33,76,43.4,1,1.4,-0.4,17,31,12,9,38
ITA-Serie A,2223,Empoli,Liberato Cacace,NZL,DF,21,2000,6.5,338,424,79.7,5441,1880,169,188,89.9,143,173,82.7,20,42,47.6,0,0.6,-0.6,8,24,1,1,41
ITA-Serie A,2223,Empoli,Lorenzo Tonelli,ITA,DF,32,1990,0.2,5,7,71.4,81,46,3,3,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Marko Pjaca,CRO,"MF,FW",27,1995,5.8,195,246,79.3,3260,724,97,117,82.9,69,88,78.4,21,30,70.0,0,0.4,-0.4,11,16,8,3,18
ITA-Serie A,2223,Empoli,Martin Satriano,URU,FW,21,2001,18.9,249,384,64.8,3296,593,143,197,72.6,72,107,67.3,11,23,47.8,1,1.2,-0.2,14,16,9,1,22
ITA-Serie A,2223,Empoli,Mattia Destro,ITA,"FW,MF",31,1991,6.4,44,79,55.7,518,127,32,45,71.1,6,19,31.6,3,5,60.0,0,0.4,-0.4,4,1,2,0,4
ITA-Serie A,2223,Empoli,Nedim Bajrami,ALB,"MF,FW",23,1999,10.4,260,348,74.7,3968,1323,149,182,81.9,79,96,82.3,20,43,46.5,1,1.2,-0.2,15,19,6,0,29
ITA-Serie A,2223,Empoli,Nicolas Haas,SUI,MF,26,1996,12.8,304,409,74.3,5096,1341,149,179,83.2,122,158,77.2,26,41,63.4,1,0.9,0.1,9,29,6,0,36
ITA-Serie A,2223,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",21,2000,14.3,321,432,74.3,4556,930,194,219,88.6,86,119,72.3,19,34,55.9,1,1.1,-0.1,15,19,18,5,42
ITA-Serie A,2223,Empoli,Petar Stojanović,SVN,DF,26,1995,17.0,821,1029,79.8,14171,5058,410,466,88.0,308,370,83.2,89,145,61.4,1,1.0,0.0,19,58,19,6,91
ITA-Serie A,2223,Empoli,Roberto Piccoli,ITA,FW,21,2001,5.7,62,97,63.9,751,164,44,58,75.9,14,22,63.6,0,5,0.0,0,0.4,-0.4,4,5,0,0,4
ITA-Serie A,2223,Empoli,Răzvan Marin,ROU,MF,26,1996,28.2,1260,1594,79.0,23304,8229,537,575,93.4,490,586,83.6,187,338,55.3,4,4.2,-0.2,56,113,30,7,118
ITA-Serie A,2223,Empoli,Sam Lammers,NED,FW,25,1997,9.8,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,10,13,4,0,19
ITA-Serie A,2223,Empoli,Samir Ujkani,KVX,GK,34,1988,0.1,3,3,100.0,64,45,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Samuele Perisan,ITA,GK,24,1997,7.0,174,230,75.7,4436,3030,53,53,100.0,68,69,98.6,53,105,50.5,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Empoli,Sebastian Walukiewicz,POL,DF,22,2000,6.7,345,396,87.1,6702,2311,115,119,96.6,184,196,93.9,40,67,59.7,0,0.1,-0.1,1,13,1,0,13
ITA-Serie A,2223,Empoli,Sebastiano Luperto,ITA,DF,25,1996,34.8,1474,1705,86.5,29332,10243,461,492,93.7,809,878,92.1,183,298,61.4,0,0.6,-0.6,3,54,3,1,72
ITA-Serie A,2223,Empoli,Tommaso Baldanzi,ITA,MF,19,2003,19.7,534,647,82.5,7465,1747,307,332,92.5,175,206,85.0,19,41,46.3,0,1.8,-1.8,23,38,17,1,69
ITA-Serie A,2223,Empoli,Tyronne Ebuehi,NGA,DF,26,1995,21.4,688,881,78.1,11680,4092,301,347,86.7,316,380,83.2,54,102,52.9,4,1.9,2.1,12,26,11,7,41
ITA-Serie A,2223,Fiorentina,Aleksa Terzić,SRB,DF,22,1999,10.4,582,724,80.4,10551,3203,258,282,91.5,239,292,81.8,73,112,65.2,1,1.9,-0.9,25,34,26,23,40
ITA-Serie A,2223,Fiorentina,Alessandro Bianco,ITA,MF,19,2002,1.7,67,78,85.9,1237,231,29,34,85.3,28,34,82.4,9,9,100.0,0,0.0,0.0,1,11,1,0,9
ITA-Serie A,2223,Fiorentina,Alfred Duncan,GHA,MF,29,1993,12.3,421,540,78.0,7705,2400,173,198,87.4,183,217,84.3,49,88,55.7,0,0.6,-0.6,14,58,10,5,70
ITA-Serie A,2223,Fiorentina,Antonín Barák,CZE,MF,27,1994,20.0,590,719,82.1,8980,1995,321,359,89.4,199,242,82.2,42,60,70.0,0,1.6,-1.6,22,59,14,2,82
ITA-Serie A,2223,Fiorentina,Arthur Cabral,BRA,FW,24,1998,15.9,183,271,67.5,2376,416,118,155,76.1,41,52,78.8,9,14,64.3,1,0.8,0.2,14,3,7,0,21
ITA-Serie A,2223,Fiorentina,Christian Kouamé,CIV,FW,24,1997,20.7,468,661,70.8,6983,1648,275,348,79.0,134,194,69.1,32,55,58.2,4,3.7,0.3,39,29,31,10,54
ITA-Serie A,2223,Fiorentina,Cristiano Biraghi,ITA,DF,29,1992,28.3,1433,1994,71.9,27338,10270,603,677,89.1,614,783,78.4,196,456,43.0,4,5.5,-1.5,82,114,35,23,161
ITA-Serie A,2223,Fiorentina,Dodô,BRA,DF,23,1998,25.9,1222,1504,81.3,21567,6692,535,596,89.8,548,657,83.4,117,191,61.3,3,2.2,0.8,28,93,29,10,141
ITA-Serie A,2223,Fiorentina,Gaetano Castrovilli,ITA,MF,25,1997,8.0,188,241,78.0,2876,559,103,116,88.8,58,69,84.1,17,38,44.7,1,1.1,-0.1,8,10,4,1,14
ITA-Serie A,2223,Fiorentina,Giacomo Bonaventura,ITA,MF,32,1989,21.2,754,916,82.3,11960,2716,391,437,89.5,265,308,86.0,60,97,61.9,1,3.1,-2.1,34,57,30,4,102
ITA-Serie A,2223,Fiorentina,Igor,BRA,DF,24,1998,22.9,1165,1324,88.0,23901,7556,322,343,93.9,686,733,93.6,144,213,67.6,0,0.2,-0.2,3,77,2,0,76
ITA-Serie A,2223,Fiorentina,Jonathan Ikone,FRA,FW,24,1998,22.3,546,669,81.6,9216,1810,283,314,90.1,193,235,82.1,55,71,77.5,4,3.7,0.3,29,24,27,3,67
ITA-Serie A,2223,Fiorentina,Josip Brekalo,CRO,"FW,MF",24,1998,2.5,76,100,76.0,1424,365,28,33,84.8,33,41,80.5,13,18,72.2,0,0.5,-0.5,8,7,11,3,18
ITA-Serie A,2223,Fiorentina,Lorenzo Venuti,ITA,DF,27,1995,10.3,497,609,81.6,8930,2556,217,227,95.6,228,263,86.7,49,97,50.5,1,0.5,0.5,8,36,9,4,44
ITA-Serie A,2223,Fiorentina,Luca Ranieri,ITA,DF,23,1999,5.6,278,334,83.2,5363,1832,96,105,91.4,143,158,90.5,37,62,59.7,0,0.1,-0.1,2,18,0,0,11
ITA-Serie A,2223,Fiorentina,Lucas Martínez Quarta,ARG,DF,26,1996,24.1,1245,1524,81.7,27128,10926,357,402,88.8,664,741,89.6,213,340,62.6,1,0.6,0.4,8,119,5,1,119
ITA-Serie A,2223,Fiorentina,Luka Jović,SRB,"FW,MF",24,1997,17.0,228,297,76.8,3607,613,118,142,83.1,82,107,76.6,18,24,75.0,3,1.5,1.5,23,19,5,0,28
ITA-Serie A,2223,Fiorentina,Marco Benassi,ITA,DF,27,1994,1.0,91,105,86.7,2107,426,32,32,100.0,33,41,80.5,26,31,83.9,0,0.1,-0.1,1,11,1,0,9
ITA-Serie A,2223,Fiorentina,Michele Cerofolini,ITA,GK,23,1999,5.0,148,195,75.9,3964,2708,27,27,100.0,71,71,100.0,49,96,51.0,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2223,Fiorentina,Nicolás González,ARG,"FW,MF",24,1998,15.0,381,571,66.7,6819,1579,154,225,68.4,178,218,81.7,37,72,51.4,1,1.3,-0.3,19,41,21,5,70
ITA-Serie A,2223,Fiorentina,Nikola Milenković,SRB,DF,24,1997,23.7,1107,1292,85.7,21399,6777,397,443,89.6,570,634,89.9,129,182,70.9,1,0.5,0.5,6,62,3,0,78
ITA-Serie A,2223,Fiorentina,Pierluigi Gollini,ITA,GK,27,1995,3.0,96,126,76.2,2622,1774,18,18,100.0,42,42,100.0,36,66,54.5,0,0.0,0.0,0,1,0,0,0
ITA-Serie A,2223,Fiorentina,Pietro Terracciano,ITA,GK,32,1990,29.0,816,1072,76.1,23589,16226,130,133,97.7,358,365,98.1,324,566,57.2,0,0.0,0.0,0,16,0,0,0
ITA-Serie A,2223,Fiorentina,Riccardo Saponara,ITA,FW,30,1991,13.4,329,457,72.0,4773,1264,209,249,83.9,85,122,69.7,19,39,48.7,3,3.4,-0.4,20,26,27,7,56
ITA-Serie A,2223,Fiorentina,Riccardo Sottil,ITA,FW,23,1999,9.3,209,266,78.6,3457,554,102,115,88.7,84,109,77.1,18,25,72.0,2,1.1,0.9,15,11,8,2,27
ITA-Serie A,2223,Fiorentina,Rolando Mandragora,ITA,MF,25,1997,21.7,790,984,80.3,15068,4733,311,356,87.4,354,400,88.5,100,167,59.9,4,4.9,-0.9,34,115,18,6,142
ITA-Serie A,2223,Fiorentina,Salvatore Sirigu,ITA,GK,35,1987,1.0,28,38,73.7,930,572,2,2,100.0,12,12,100.0,14,24,58.3,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Fiorentina,Sofyan Amrabat,MAR,MF,25,1996,22.2,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,-0.1,12,158,23,10,176
ITA-Serie A,2223,Fiorentina,Szymon Żurkowski,POL,MF,24,1997,0.4,17,19,89.5,298,21,6,7,85.7,7,7,100.0,2,2,100.0,1,0.0,1.0,1,1,1,0,1
ITA-Serie A,2223,Fiorentina,Youssef Maleh,MAR,MF,23,1998,3.3,95,116,81.9,1462,376,55,63,87.3,31,35,88.6,7,12,58.3,0,0.6,-0.6,6,8,5,2,11
ITA-Serie A,2223,Hellas Verona,Adolfo Gaich,ARG,FW,23,1999,8.1,94,165,57.0,1055,200,61,100,61.0,22,39,56.4,0,2,0.0,0,0.4,-0.4,6,8,0,0,11
ITA-Serie A,2223,Hellas Verona,Adrien Tameze,CMR,MF,28,1994,33.7,835,1092,76.5,14351,4390,376,468,80.3,363,430,84.4,73,116,62.9,0,0.9,-0.9,22,91,17,3,103
ITA-Serie A,2223,Hellas Verona,Ajdin Hrustic,AUS,MF,26,1996,2.5,75,94,79.8,1069,341,40,42,95.2,25,33,75.8,4,7,57.1,0,0.6,-0.6,3,1,5,1,8
ITA-Serie A,2223,Hellas Verona,Alessandro Cortinovis,ITA,MF,21,2001,0.1,5,6,83.3,77,35,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,2,1,2
ITA-Serie A,2223,Hellas Verona,Antonín Barák,CZE,MF,27,1994,0.3,11,14,78.6,140,24,7,10,70.0,3,3,100.0,0,0,,0,0.0,0.0,0,2,0,0,2
ITA-Serie A,2223,Hellas Verona,Bruno Amione,ARG,DF,20,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Hellas Verona,Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,98,175,56.0,1450,491,53,81,65.4,34,49,69.4,8,22,36.4,1,0.6,0.4,11,10,6,4,13
ITA-Serie A,2223,Hellas Verona,Darko Lazović,SRB,"MF,DF",31,1990,24.9,517,836,61.8,8845,3738,248,317,78.2,199,291,68.4,55,152,36.2,5,6.4,-1.4,45,49,34,15,81
ITA-Serie A,2223,Hellas Verona,Davide Faraoni,ITA,DF,30,1991,16.5,394,592,66.6,7297,3426,167,205,81.5,167,237,70.5,53,112,47.3,3,1.0,2.0,11,34,20,9,54
ITA-Serie A,2223,Hellas Verona,Deyovaisio Zeefuik,NED,DF,24,1998,0.1,5,7,71.4,83,14,2,2,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ITA-Serie A,2223,Hellas Verona,Diego Coppola,ITA,DF,18,2003,13.1,403,557,72.4,7562,3275,145,174,83.3,222,271,81.9,32,83,38.6,0,0.0,0.0,0,30,3,1,42
ITA-Serie A,2223,Hellas Verona,Fabio Depaoli,ITA,DF,25,1997,24.1,440,685,64.2,8131,4636,178,231,77.1,203,293,69.3,51,116,44.0,2,1.2,0.8,16,40,22,13,66
ITA-Serie A,2223,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,15.7,479,623,76.9,8667,3491,199,225,88.4,219,261,83.9,52,98,53.1,0,0.2,-0.2,5,43,7,2,53
ITA-Serie A,2223,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,235,343,68.5,4308,1770,88,113,77.9,115,148,77.7,21,53,39.6,1,1.2,-0.2,8,21,10,4,37
ITA-Serie A,2223,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,17.0,367,499,73.5,7603,2655,125,151,82.8,176,211,83.4,61,122,50.0,1,0.2,0.8,5,32,4,1,32
ITA-Serie A,2223,Hellas Verona,Ibrahim Sulemana,GHA,MF,19,2003,7.2,133,183,72.7,2479,777,53,60,88.3,64,78,82.1,13,26,50.0,0,0.2,-0.2,5,18,1,1,18
ITA-Serie A,2223,Hellas Verona,Isak Hien,SWE,DF,23,1999,29.0,775,1031,75.2,16071,6179,206,269,76.6,449,532,84.4,108,183,59.0,0,0.1,-0.1,2,41,3,1,54
ITA-Serie A,2223,Hellas Verona,Ivan Ilić,SRB,MF,21,2001,9.5,279,401,69.6,5107,1432,113,138,81.9,128,168,76.2,29,66,43.9,1,1.0,0.0,16,19,10,1,39
ITA-Serie A,2223,Hellas Verona,Jayden Braaf,NED,"MF,FW",19,2002,3.2,60,78,76.9,849,192,41,44,93.2,13,17,76.5,4,6,66.7,0,0.1,-0.1,2,5,0,0,5
ITA-Serie A,2223,Hellas Verona,Josh Doig,SCO,DF,20,2002,15.0,360,534,67.4,6111,2875,181,220,82.3,141,207,68.1,32,70,45.7,3,1.2,1.8,12,28,12,8,27
ITA-Serie A,2223,Hellas Verona,Juan David Cabal,COL,DF,21,2001,4.9,166,223,74.4,3165,1118,63,73,86.3,79,91,86.8,20,46,43.5,0,0.3,-0.3,2,15,3,2,17
ITA-Serie A,2223,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.3,17,9,9,0,19
